Sujeto;Canal;Coeficiente;Mediana;RMS;Curtosis;Norma;Entropia;Condicion
Subject28;EEG Pz;cD5;0.000256;0.001332;3.342279;0.009419;2.770324;0
Subject28;EEG Pz;cD4;0.004966;0.023868;11.530811;0.168773;3.119683;0
Subject28;EEG Pz;cD3;0.357174;1.499564;37.027649;10.603521;2.913615;0
Subject28;EEG Pz;cD2;68.619842;159.236479;24.341343;1125.971939;3.259480;0
Subject28;EEG Pz;cD1;8179.801481;75458.391564;43.257138;533571.403724;2.430901;0
Subject28;EEG A2-A1;cA8;0.000000;0.000835;32.604752;0.005901;2.217581;0
Subject28;EEG A2-A1;cD8;0.000000;0.000805;11.307745;0.005694;2.305658;0
Subject28;EEG A2-A1;cD7;0.006946;0.011859;2.200874;0.083853;3.517806;0
Subject28;EEG A2-A1;cD6;0.003506;0.018293;4.608634;0.129352;2.806836;0
Subject28;EEG A2-A1;cD5;0.035053;0.062065;0.437173;0.438868;3.461906;0
Subject28;EEG A2-A1;cD4;0.219600;0.433954;2.020265;3.068516;3.289999;0
Subject28;EEG A2-A1;cD3;2.626368;15.228406;20.794445;107.681095;2.967827;0
Subject28;EEG A2-A1;cD2;368.411252;1055.933748;33.384734;7466.579136;3.003578;0
Subject28;EEG A2-A1;cD1;52216.126263;503174.923822;43.353610;3557984.007578;2.303163;0
Subject29;EEG Fp1;cA8;0.000000;0.000026;38.509430;0.000183;1.990734;0
Subject29;EEG Fp1;cD8;0.000009;0.000046;3.483280;0.000328;2.752358;0
Subject29;EEG Fp1;cD7;0.000096;0.000431;1.482693;0.003049;2.986996;0
Subject29;EEG Fp1;cD6;0.000813;0.003539;0.214048;0.025021;3.019964;0
Subject29;EEG Fp1;cD5;0.000000;0.002995;16.462660;0.021174;2.247502;0
Subject29;EEG Fp1;cD4;0.008299;0.043835;7.904271;0.309962;2.818993;0
Subject29;EEG Fp1;cD3;0.198766;1.439102;37.723990;10.175987;2.764296;0
Subject29;EEG Fp1;cD2;29.205064;196.304961;36.688500;1388.085692;2.795715;0
Subject29;EEG Fp1;cD1;7142.682057;84410.668091;44.290095;596873.558114;1.798909;0
Subject29;EEG Fp2;cA8;0.000000;0.000037;39.568720;0.000259;2.039281;0
Subject29;EEG Fp2;cD8;0.000006;0.000063;2.570796;0.000444;2.824919;0
Subject29;EEG Fp2;cD7;0.000119;0.000501;1.430044;0.003543;3.160207;0
Subject29;EEG Fp2;cD6;0.001074;0.003930;-0.843669;0.027791;3.328231;0
Subject29;EEG Fp2;cD5;0.000191;0.002595;12.178782;0.018353;2.418328;0
Subject29;EEG Fp2;cD4;0.007117;0.040496;15.437386;0.286353;2.790750;0
Subject29;EEG Fp2;cD3;0.218815;1.578204;38.389748;11.159590;2.748732;0
Subject29;EEG Fp2;cD2;26.035068;174.065409;37.692101;1230.828311;2.833432;0
Subject29;EEG Fp2;cD1;7073.999871;82623.591704;44.255779;584237.019800;1.831544;0
Subject29;EEG F3;cA8;0.000009;0.000081;40.277836;0.000570;2.296499;0
Subject29;EEG F3;cD8;0.000013;0.000066;5.997747;0.000463;2.872194;0
Subject29;EEG F3;cD7;0.000222;0.000558;0.492318;0.003944;3.340285;0
Subject29;EEG F3;cD6;0.000816;0.003284;0.927749;0.023219;3.212002;0
Subject29;EEG F3;cD5;0.000000;0.001909;14.206864;0.013501;2.295807;0
Subject29;EEG F3;cD4;0.005069;0.030973;23.960884;0.219010;2.755126;0
Subject29;EEG F3;cD3;0.213662;1.472561;35.886581;10.412575;2.793102;0
Subject29;EEG F3;cD2;36.397922;215.517505;31.904804;1523.938891;2.972360;0
Subject29;EEG F3;cD1;9737.736906;112377.027898;44.250400;794625.584764;1.883619;0
Subject29;EEG F4;cA8;0.000000;0.000076;39.256508;0.000538;1.985719;0
Subject29;EEG F4;cD8;0.000021;0.000097;0.921795;0.000688;2.926956;0
Subject29;EEG F4;cD7;0.000400;0.000711;-0.446832;0.005030;3.413926;0
Subject29;EEG F4;cD6;0.001344;0.003459;1.243652;0.024460;3.308224;0
Subject29;EEG F4;cD5;0.000000;0.002053;13.159800;0.014518;2.386241;0
Subject29;EEG F4;cD4;0.004690;0.028584;21.580206;0.202119;2.723661;0
Subject29;EEG F4;cD3;0.235929;1.559633;35.946928;11.028267;2.843996;0
Subject29;EEG F4;cD2;70.089418;206.079576;33.080471;1457.202659;2.989985;0
Subject29;EEG F4;cD1;9558.011854;110352.617670;44.160894;780310.842761;1.870775;0
Subject29;EEG F7;cA8;0.000008;0.000067;38.436009;0.000477;2.345537;0
Subject29;EEG F7;cD8;0.000000;0.000066;7.862809;0.000463;2.451241;0
Subject29;EEG F7;cD7;0.000497;0.000913;0.431398;0.006453;3.373263;0
Subject29;EEG F7;cD6;0.002979;0.005333;-0.141432;0.037707;3.392710;0
Subject29;EEG F7;cD5;0.000000;0.003650;14.355498;0.025813;2.234717;0
Subject29;EEG F7;cD4;0.010403;0.054277;9.849542;0.383795;2.899382;0
Subject29;EEG F7;cD3;0.274853;1.953196;37.550549;13.811180;2.759790;0
Subject29;EEG F7;cD2;25.351136;173.317245;37.355075;1225.537994;2.842988;0
Subject29;EEG F7;cD1;5810.329450;69515.438140;44.185028;491548.377062;1.743475;0
Subject29;EEG F8;cA8;0.000000;0.000078;39.769314;0.000552;2.195424;0
Subject29;EEG F8;cD8;0.000020;0.000092;3.790303;0.000651;2.967893;0
Subject29;EEG F8;cD7;0.000430;0.000788;0.223098;0.005575;3.363991;0
Subject29;EEG F8;cD6;0.001744;0.004537;0.228759;0.032081;3.250707;0
Subject29;EEG F8;cD5;0.000288;0.003543;6.801514;0.025054;2.534583;0
Subject29;EEG F8;cD4;0.008409;0.043809;12.206750;0.309780;2.849487;0
Subject29;EEG F8;cD3;0.233694;1.691987;37.697752;11.964152;2.730556;0
Subject29;EEG F8;cD2;20.756413;144.253340;38.034586;1020.025149;2.827135;0
Subject29;EEG F8;cD1;4842.651197;57229.402009;44.290055;404672.982437;1.817231;0
Subject29;EEG T3;cA8;0.000042;0.000335;38.918302;0.002368;2.477279;0
Subject29;EEG T3;cD8;0.000129;0.000238;2.314301;0.001682;3.387894;0
Subject29;EEG T3;cD7;0.000550;0.000968;-0.410127;0.006842;3.444293;0
Subject29;EEG T3;cD6;0.000113;0.000619;10.003804;0.004374;2.786762;0
Subject29;EEG T3;cD5;0.000677;0.002913;6.944701;0.020598;3.241460;0
Subject29;EEG T3;cD4;0.025380;0.060568;18.354810;0.428282;3.207491;0
Subject29;EEG T3;cD3;0.286660;1.836862;34.028777;12.988574;2.934075;0
Subject29;EEG T3;cD2;27.547757;182.107135;35.940114;1287.691901;2.872164;0
Subject29;EEG T3;cD1;7066.854749;81798.652931;43.659003;578403.821796;1.792706;0
Subject29;EEG T4;cA8;0.000000;0.000191;38.079294;0.001350;2.051280;0
Subject29;EEG T4;cD8;0.000040;0.000179;1.253378;0.001269;3.008991;0
Subject29;EEG T4;cD7;0.000253;0.000977;0.608622;0.006908;3.300731;0
Subject29;EEG T4;cD6;0.000927;0.003540;0.933912;0.025028;3.312078;0
Subject29;EEG T4;cD5;0.000528;0.002533;3.351676;0.017912;2.915327;0
Subject29;EEG T4;cD4;0.008067;0.044612;18.343206;0.315453;2.900507;0
Subject29;EEG T4;cD3;0.394103;2.488163;32.889827;17.593972;2.929002;0
Subject29;EEG T4;cD2;50.386726;277.172795;24.548014;1959.907632;3.003049;0
Subject29;EEG T4;cD1;13357.458179;152286.739859;44.245594;1076829.864389;1.932079;0
Subject29;EEG C3;cA8;0.000000;0.000092;37.654192;0.000651;2.020389;0
Subject29;EEG C3;cD8;0.000025;0.000105;2.025063;0.000742;3.190259;0
Subject29;EEG C3;cD7;0.000382;0.000728;2.339493;0.005146;3.333991;0
Subject29;EEG C3;cD6;0.001306;0.002438;-0.585593;0.017238;3.301121;0
Subject29;EEG C3;cD5;0.000307;0.001598;4.318994;0.011297;2.790851;0
Subject29;EEG C3;cD4;0.004838;0.028003;21.749386;0.198009;2.853458;0
Subject29;EEG C3;cD3;0.220787;1.372081;35.436996;9.702080;2.957410;0
Subject29;EEG C3;cD2;64.494317;183.384007;30.760086;1296.720747;3.045792;0
Subject29;EEG C3;cD1;8078.003140;93293.067746;44.101440;659681.608407;1.858070;0
Subject29;EEG C4;cA8;0.000007;0.000137;40.220065;0.000969;2.153215;0
Subject29;EEG C4;cD8;0.000023;0.000103;1.585027;0.000728;2.975795;0
Subject29;EEG C4;cD7;0.000209;0.000536;-0.826167;0.003790;3.224010;0
Subject29;EEG C4;cD6;0.000748;0.001940;0.760907;0.013721;3.257374;0
Subject29;EEG C4;cD5;0.000289;0.001449;4.474902;0.010243;2.899150;0
Subject29;EEG C4;cD4;0.003647;0.023163;31.649446;0.163789;2.770390;0
Subject29;EEG C4;cD3;0.198318;1.243247;33.858074;8.791082;2.872650;0
Subject29;EEG C4;cD2;38.412340;209.197427;25.628708;1479.249192;3.033089;0
Subject29;EEG C4;cD1;9295.412291;106089.937669;44.031906;750169.143417;1.891727;0
Subject29;EEG T5;cA8;0.000019;0.000170;40.961746;0.001200;2.327434;0
Subject29;EEG T5;cD8;0.000025;0.000130;5.957530;0.000917;2.877309;0
Subject29;EEG T5;cD7;0.000214;0.000875;2.145762;0.006188;3.232899;0
Subject29;EEG T5;cD6;0.002439;0.004333;0.355063;0.030636;3.415936;0
Subject29;EEG T5;cD5;0.000819;0.003430;1.429936;0.024254;3.190788;0
Subject29;EEG T5;cD4;0.012147;0.059730;10.003474;0.422356;3.098754;0
Subject29;EEG T5;cD3;0.911888;2.737942;37.732528;19.360172;3.062281;0
Subject29;EEG T5;cD2;49.216732;293.572751;34.676246;2075.872829;2.992204;0
Subject29;EEG T5;cD1;10951.318032;128060.200979;44.023675;905522.365127;1.798768;0
Subject29;EEG T6;cA8;0.000012;0.000219;38.916414;0.001550;2.123035;0
Subject29;EEG T6;cD8;0.000033;0.000151;3.169246;0.001066;3.049127;0
Subject29;EEG T6;cD7;0.000388;0.000715;-0.187668;0.005058;3.347350;0
Subject29;EEG T6;cD6;0.000643;0.002559;2.360190;0.018095;3.246729;0
Subject29;EEG T6;cD5;0.000160;0.001103;12.744368;0.007803;2.403944;0
Subject29;EEG T6;cD4;0.003448;0.024717;29.661918;0.174779;2.518752;0
Subject29;EEG T6;cD3;0.496828;1.963430;35.830898;13.883546;3.025119;0
Subject29;EEG T6;cD2;116.582337;298.482659;31.182389;2110.591126;3.214268;0
Subject29;EEG T6;cD1;14317.605170;155700.253356;43.660576;1100967.049802;2.018669;0
Subject29;EEG P3;cA8;0.000000;0.000076;34.241758;0.000540;2.116348;0
Subject29;EEG P3;cD8;0.000013;0.000067;3.599716;0.000471;2.846961;0
Subject29;EEG P3;cD7;0.000166;0.000410;0.236784;0.002896;3.364217;0
Subject29;EEG P3;cD6;0.000740;0.001325;0.454936;0.009367;3.438526;0
Subject29;EEG P3;cD5;0.000123;0.000709;7.563585;0.005010;2.692625;0
Subject29;EEG P3;cD4;0.002484;0.015104;18.197455;0.106805;2.744160;0
Subject29;EEG P3;cD3;0.312785;1.233993;36.156873;8.725648;3.040807;0
Subject29;EEG P3;cD2;69.814437;181.852872;28.325945;1285.893993;3.166814;0
Subject29;EEG P3;cD1;8400.513306;92672.549969;43.354401;655293.885132;1.921689;0
Subject29;EEG P4;cA8;0.000000;0.000041;41.536356;0.000292;1.773171;0
Subject29;EEG P4;cD8;0.000000;0.000014;14.764540;0.000095;2.258449;0
Subject29;EEG P4;cD7;0.000031;0.000149;3.062973;0.001050;2.901751;0
Subject29;EEG P4;cD6;0.000621;0.001136;-0.591389;0.008031;3.361754;0
Subject29;EEG P4;cD5;0.000106;0.000633;8.502779;0.004473;2.605172;0
Subject29;EEG P4;cD4;0.002303;0.014577;23.215034;0.103073;2.694164;0
Subject29;EEG P4;cD3;0.311050;1.227847;36.042577;8.682193;3.016019;0
Subject29;EEG P4;cD2;59.137547;206.596194;27.365935;1460.855697;3.111884;0
Subject29;EEG P4;cD1;9440.913442;101743.090808;42.899672;719432.294495;1.967294;0
Subject29;EEG O1;cA8;0.000020;0.000183;41.355357;0.001294;2.264605;0
Subject29;EEG O1;cD8;0.000015;0.000069;1.798778;0.000487;3.042461;0
Subject29;EEG O1;cD7;0.000205;0.000374;0.108785;0.002647;3.398378;0
Subject29;EEG O1;cD6;0.000217;0.000822;0.005229;0.005812;3.316375;0
Subject29;EEG O1;cD5;0.000043;0.000355;23.450837;0.002510;2.178899;0
Subject29;EEG O1;cD4;0.000000;0.009408;34.000043;0.066528;2.377433;0
Subject29;EEG O1;cD3;0.149957;0.907455;32.153449;6.416679;2.922423;0
Subject29;EEG O1;cD2;46.894242;162.265822;28.905289;1147.392632;3.147970;0
Subject29;EEG O1;cD1;7794.550296;83899.201178;43.133251;593256.940889;1.967418;0
Subject29;EEG O2;cA8;0.000016;0.000149;42.462794;0.001051;2.232486;0
Subject29;EEG O2;cD8;0.000014;0.000066;2.106828;0.000465;2.871104;0
Subject29;EEG O2;cD7;0.000059;0.000249;1.762803;0.001759;3.151551;0
Subject29;EEG O2;cD6;0.000139;0.000592;0.174228;0.004183;3.105352;0
Subject29;EEG O2;cD5;0.000000;0.000277;19.136305;0.001956;1.979287;0
Subject29;EEG O2;cD4;0.000000;0.006291;32.965145;0.044485;2.142459;0
Subject29;EEG O2;cD3;0.139040;0.824218;35.825171;5.828101;3.029400;0
Subject29;EEG O2;cD2;27.934679;145.206598;28.586273;1026.765702;3.152236;0
Subject29;EEG O2;cD1;6886.908534;74167.880324;43.032741;524446.111231;1.970138;0
Subject29;EEG Fz;cA8;0.000000;0.000135;37.334365;0.000957;2.078660;0
Subject29;EEG Fz;cD8;0.000052;0.000135;1.920361;0.000956;3.327560;0
Subject29;EEG Fz;cD7;0.000128;0.000528;0.651498;0.003735;3.147074;0
Subject29;EEG Fz;cD6;0.001639;0.002958;0.247079;0.020915;3.399276;0
Subject29;EEG Fz;cD5;0.000000;0.001801;16.080477;0.012736;2.314730;0
Subject29;EEG Fz;cD4;0.004487;0.027710;25.627683;0.195936;2.741922;0
Subject29;EEG Fz;cD3;0.472692;1.463439;36.099929;10.348074;2.930525;0
Subject29;EEG Fz;cD2;75.458929;216.015601;33.638431;1527.460965;3.075111;0
Subject29;EEG Fz;cD1;10129.769458;115630.331120;44.001635;817629.912456;1.885573;0
Subject29;EEG Cz;cA8;0.000013;0.000130;40.719160;0.000916;2.146890;0
Subject29;EEG Cz;cD8;0.000026;0.000104;0.536771;0.000735;3.206133;0
Subject29;EEG Cz;cD7;0.000105;0.000432;-0.571963;0.003052;3.086994;0
Subject29;EEG Cz;cD6;0.000739;0.001903;1.003623;0.013456;3.328216;0
Subject29;EEG Cz;cD5;0.000213;0.001189;7.955509;0.008407;2.746025;0
Subject29;EEG Cz;cD4;0.003314;0.020033;22.563880;0.141652;2.765798;0
Subject29;EEG Cz;cD3;0.170234;1.059016;35.254448;7.488373;2.956749;0
Subject29;EEG Cz;cD2;29.550351;172.255992;30.520975;1218.033800;2.962029;0
Subject29;EEG Cz;cD1;7538.480616;87114.311466;43.982861;615991.203758;1.847860;0
Subject29;EEG Pz;cA8;0.000019;0.000185;41.952669;0.001309;2.234564;0
Subject29;EEG Pz;cD8;0.000020;0.000079;-0.267483;0.000561;3.203093;0
Subject29;EEG Pz;cD7;0.000232;0.000425;0.527628;0.003008;3.386085;0
Subject29;EEG Pz;cD6;0.000622;0.001093;1.530634;0.007726;3.479226;0
Subject29;EEG Pz;cD5;0.000091;0.000564;10.318540;0.003991;2.576664;0
Subject29;EEG Pz;cD4;0.000957;0.012507;22.117766;0.088439;2.576953;0
Subject29;EEG Pz;cD3;0.416960;1.232326;36.375010;8.713857;3.009866;0
Subject29;EEG Pz;cD2;74.184730;192.666185;28.880892;1362.355660;3.178881;0
Subject29;EEG Pz;cD1;8416.643423;91729.830038;43.231022;648627.848568;1.970966;0
Subject29;EEG A2-A1;cA8;0.000044;0.000347;39.919534;0.002451;2.584414;0
Subject29;EEG A2-A1;cD8;0.000000;0.000207;11.494705;0.001466;2.365717;0
Subject29;EEG A2-A1;cD7;0.000484;0.002028;0.072546;0.014343;3.103726;0
Subject29;EEG A2-A1;cD6;0.002067;0.008202;0.139772;0.057999;3.164937;0
Subject29;EEG A2-A1;cD5;0.003309;0.013999;0.190576;0.098991;3.106968;0
Subject29;EEG A2-A1;cD4;0.092594;0.177263;3.359781;1.253438;3.392882;0
Subject29;EEG A2-A1;cD3;0.649536;4.623127;37.276019;32.690443;2.778221;0
Subject29;EEG A2-A1;cD2;70.539482;475.396339;36.214230;3361.559748;2.798574;0
Subject29;EEG A2-A1;cD1;17505.756346;209353.037431;44.268093;1480349.524293;1.754222;0
Subject30;EEG Fp1;cA8;0.000051;0.000382;35.145983;0.002703;2.506853;0
Subject30;EEG Fp1;cD8;0.000077;0.000430;8.205889;0.003038;2.731251;0
Subject30;EEG Fp1;cD7;0.000889;0.003666;0.707272;0.025919;3.181984;0
Subject30;EEG Fp1;cD6;0.004544;0.007785;0.406643;0.055051;3.488854;0
Subject30;EEG Fp1;cD5;0.002136;0.010302;10.961348;0.072845;3.155643;0
Subject30;EEG Fp1;cD4;0.072996;0.149687;6.585974;1.058449;3.335995;0
Subject30;EEG Fp1;cD3;0.000000;2.509897;33.043121;17.747655;2.301990;0
Subject30;EEG Fp1;cD2;92.071674;281.308725;38.679153;1989.153071;3.089298;0
Subject30;EEG Fp1;cD1;8109.619136;83847.344139;43.226130;592890.256252;2.127527;0
Subject30;EEG Fp2;cA8;0.000000;0.000482;33.943576;0.003405;2.368078;0
Subject30;EEG Fp2;cD8;0.000000;0.000355;8.032525;0.002513;2.563790;0
Subject30;EEG Fp2;cD7;0.000653;0.003002;3.169917;0.021230;3.021197;0
Subject30;EEG Fp2;cD6;0.003262;0.005492;-0.938373;0.038835;3.482512;0
Subject30;EEG Fp2;cD5;0.001937;0.008509;5.548302;0.060169;3.224564;0
Subject30;EEG Fp2;cD4;0.059088;0.117063;15.353031;0.827757;3.423074;0
Subject30;EEG Fp2;cD3;0.105259;1.794475;37.289777;12.688857;2.270898;0
Subject30;EEG Fp2;cD2;68.691013;210.770625;37.818453;1490.373379;3.008508;0
Subject30;EEG Fp2;cD1;6174.367811;63814.413771;43.298838;451236.047147;2.126105;0
Subject30;EEG F3;cA8;0.000036;0.000286;38.018846;0.002025;2.468406;0
Subject30;EEG F3;cD8;0.000000;0.000152;7.776715;0.001074;2.532546;0
Subject30;EEG F3;cD7;0.001014;0.001824;1.524790;0.012896;3.460656;0
Subject30;EEG F3;cD6;0.002240;0.004217;1.251098;0.029820;3.336828;0
Subject30;EEG F3;cD5;0.002305;0.007004;12.624944;0.049522;3.212024;0
Subject30;EEG F3;cD4;0.018374;0.081965;8.434763;0.579577;3.190600;0
Subject30;EEG F3;cD3;0.248455;1.710912;24.387606;12.097976;2.577706;0
Subject30;EEG F3;cD2;63.548149;189.529091;39.075832;1340.173057;3.085872;0
Subject30;EEG F3;cD1;6060.883911;62594.583692;43.446958;442610.545945;2.119415;0
Subject30;EEG F4;cA8;0.000038;0.000321;39.749828;0.002273;2.387152;0
Subject30;EEG F4;cD8;0.000000;0.000180;6.815720;0.001271;2.489844;0
Subject30;EEG F4;cD7;0.000969;0.001730;-0.836438;0.012233;3.381150;0
Subject30;EEG F4;cD6;0.002578;0.004622;-0.053307;0.032683;3.388553;0
Subject30;EEG F4;cD5;0.001226;0.006151;9.300253;0.043495;3.037794;0
Subject30;EEG F4;cD4;0.014085;0.064883;8.277357;0.458789;3.131808;0
Subject30;EEG F4;cD3;0.200663;1.601538;36.753784;11.324583;2.412379;0
Subject30;EEG F4;cD2;41.002915;168.195271;37.299074;1189.320170;3.004452;0
Subject30;EEG F4;cD1;5933.118549;61470.086104;42.824844;434659.147244;2.079063;0
Subject30;EEG F7;cA8;0.000037;0.000274;34.194297;0.001939;2.525635;0
Subject30;EEG F7;cD8;0.000000;0.000240;10.985828;0.001700;2.309206;0
Subject30;EEG F7;cD7;0.002038;0.003413;0.512969;0.024137;3.534871;0
Subject30;EEG F7;cD6;0.002347;0.009061;-0.229470;0.064069;3.269971;0
Subject30;EEG F7;cD5;0.002294;0.012223;15.983003;0.086431;2.946030;0
Subject30;EEG F7;cD4;0.042244;0.187879;11.598724;1.328505;3.182685;0
Subject30;EEG F7;cD3;0.540722;3.632909;16.106146;25.688548;2.519025;0
Subject30;EEG F7;cD2;116.319401;352.910072;40.116537;2495.451050;3.131312;0
Subject30;EEG F7;cD1;9854.832985;101758.010540;43.483936;719537.792931;2.129088;0
Subject30;EEG F8;cA8;0.000000;0.000094;37.924313;0.000666;2.258052;0
Subject30;EEG F8;cD8;0.000035;0.000166;4.947669;0.001172;3.030159;0
Subject30;EEG F8;cD7;0.000823;0.001389;0.181048;0.009821;3.539626;0
Subject30;EEG F8;cD6;0.004028;0.006807;-0.198508;0.048130;3.476134;0
Subject30;EEG F8;cD5;0.003515;0.010380;6.713408;0.073401;3.195288;0
Subject30;EEG F8;cD4;0.038930;0.110659;8.520537;0.782479;3.283111;0
Subject30;EEG F8;cD3;0.298248;1.983294;17.732292;14.024010;2.624076;0
Subject30;EEG F8;cD2;57.098139;175.106131;37.923316;1238.187326;3.019255;0
Subject30;EEG F8;cD1;5127.769174;52927.918334;43.558302;374256.899681;2.149159;0
Subject30;EEG T3;cA8;0.000017;0.000132;35.826289;0.000932;2.481496;0
Subject30;EEG T3;cD8;0.000024;0.000107;3.972822;0.000754;3.091408;0
Subject30;EEG T3;cD7;0.000166;0.000693;1.570210;0.004902;3.166306;0
Subject30;EEG T3;cD6;0.001996;0.003899;1.107499;0.027573;3.259036;0
Subject30;EEG T3;cD5;0.001250;0.005308;1.643244;0.037532;3.159604;0
Subject30;EEG T3;cD4;0.011765;0.056202;8.752888;0.397412;3.126791;0
Subject30;EEG T3;cD3;0.428972;1.575235;18.108094;11.138594;3.073768;0
Subject30;EEG T3;cD2;19.880462;119.116986;33.886232;842.284285;3.016207;0
Subject30;EEG T3;cD1;3996.294203;41802.841963;43.575113;295590.730252;2.102584;0
Subject30;EEG T4;cA8;0.000000;0.000064;37.184873;0.000450;2.330481;0
Subject30;EEG T4;cD8;0.000021;0.000110;6.882507;0.000779;2.822033;0
Subject30;EEG T4;cD7;0.000216;0.000910;2.450201;0.006435;3.150315;0
Subject30;EEG T4;cD6;0.001892;0.003681;1.118915;0.026031;3.286304;0
Subject30;EEG T4;cD5;0.001203;0.006195;14.575713;0.043807;3.095433;0
Subject30;EEG T4;cD4;0.016405;0.079459;9.145664;0.561861;3.032006;0
Subject30;EEG T4;cD3;0.000000;1.536376;39.278700;10.863819;2.267892;0
Subject30;EEG T4;cD2;56.572938;174.415386;36.898620;1233.303023;2.999945;0
Subject30;EEG T4;cD1;5399.521836;55795.639559;43.336051;394534.750929;2.138187;0
Subject30;EEG C3;cA8;0.000017;0.000148;38.294778;0.001050;2.234158;0
Subject30;EEG C3;cD8;0.000000;0.000093;16.192050;0.000659;2.312266;0
Subject30;EEG C3;cD7;0.000178;0.000755;0.801534;0.005340;3.137366;0
Subject30;EEG C3;cD6;0.001403;0.002468;-0.238989;0.017450;3.446305;0
Subject30;EEG C3;cD5;0.000580;0.002700;4.129404;0.019090;3.042054;0
Subject30;EEG C3;cD4;0.010116;0.049415;9.383869;0.349415;3.086541;0
Subject30;EEG C3;cD3;0.294616;1.601261;16.533669;11.322626;2.987763;0
Subject30;EEG C3;cD2;64.943773;171.271888;35.299532;1211.075131;3.215667;0
Subject30;EEG C3;cD1;4987.722259;51607.863632;43.077864;364922.703369;2.071836;0
Subject30;EEG C4;cA8;0.000015;0.000114;36.553273;0.000806;2.493577;0
Subject30;EEG C4;cD8;0.000000;0.000068;9.829213;0.000481;2.655800;0
Subject30;EEG C4;cD7;0.000112;0.000461;-0.081964;0.003260;3.137258;0
Subject30;EEG C4;cD6;0.000623;0.001540;0.181183;0.010890;3.332971;0
Subject30;EEG C4;cD5;0.000538;0.003113;21.712408;0.022016;2.893063;0
Subject30;EEG C4;cD4;0.008265;0.041440;9.530222;0.293024;2.990210;0
Subject30;EEG C4;cD3;0.202548;1.230382;17.860609;8.700118;2.889526;0
Subject30;EEG C4;cD2;28.411213;107.111905;35.937085;757.395541;3.109985;0
Subject30;EEG C4;cD1;3838.085942;38037.736014;43.430175;268967.410767;2.262593;0
Subject30;EEG T5;cA8;0.000039;0.000276;36.803190;0.001950;2.686530;0
Subject30;EEG T5;cD8;0.000042;0.000211;6.673880;0.001494;2.947659;0
Subject30;EEG T5;cD7;0.001142;0.002159;1.058812;0.015264;3.336506;0
Subject30;EEG T5;cD6;0.002596;0.006471;1.361364;0.045760;3.343222;0
Subject30;EEG T5;cD5;0.000957;0.005845;16.451338;0.041331;2.661046;0
Subject30;EEG T5;cD4;0.021543;0.116533;12.919793;0.824013;2.858659;0
Subject30;EEG T5;cD3;0.461411;2.581430;14.205578;18.253470;2.901223;0
Subject30;EEG T5;cD2;37.078388;231.851136;38.419616;1639.435105;3.036543;0
Subject30;EEG T5;cD1;5730.267293;59995.652269;43.394821;424233.325613;2.092498;0
Subject30;EEG T6;cA8;0.000072;0.000504;32.992185;0.003563;2.624544;0
Subject30;EEG T6;cD8;0.000174;0.000756;3.274182;0.005349;3.108448;0
Subject30;EEG T6;cD7;0.000599;0.002770;2.090083;0.019590;2.936534;0
Subject30;EEG T6;cD6;0.004498;0.007653;-0.955679;0.054116;3.457763;0
Subject30;EEG T6;cD5;0.001277;0.007336;17.542357;0.051873;2.903094;0
Subject30;EEG T6;cD4;0.025975;0.116104;6.027038;0.820977;3.141351;0
Subject30;EEG T6;cD3;0.267309;1.763022;17.532993;12.466450;2.636183;0
Subject30;EEG T6;cD2;25.665113;163.734571;38.694703;1157.778252;3.023448;0
Subject30;EEG T6;cD1;4362.502044;45650.201940;43.503073;322795.673542;2.109935;0
Subject30;EEG P3;cA8;0.000024;0.000201;38.793335;0.001423;2.424003;0
Subject30;EEG P3;cD8;0.000022;0.000117;6.013194;0.000825;2.808373;0
Subject30;EEG P3;cD7;0.000464;0.000955;4.173062;0.006752;3.207687;0
Subject30;EEG P3;cD6;0.001425;0.002432;-0.185704;0.017200;3.500036;0
Subject30;EEG P3;cD5;0.000000;0.001560;18.279754;0.011029;2.429352;0
Subject30;EEG P3;cD4;0.005993;0.038978;20.599832;0.275615;2.589146;0
Subject30;EEG P3;cD3;0.387030;2.001361;13.356181;14.151760;3.039826;0
